Establishment,Host,Neighbourhood,Latitude,Longitude,Room Type,Price,Duration,Total Reviews
Boutique Room-Belsize Park/Hampstead/Camden,Irena,Camden,51.5497,-0.16562,Private room,45,50,48
Comfortable Historic Houseboat,Paul,Tower Hamlets,51.50531,-0.06674,Entire home/apt,127,3,52
A Room with a View @ London Bridge,Hayley,Southwark,51.50169,-0.09182,Private room,91,7,71
"Pretty 3 Bedroom, 5 Bed House, Wandsworth Common.",Nicholas,Wandsworth,51.44439,-0.16573,Entire home/apt,285,7,8
RaynesPark/Wimbledon. 20mins to central london,Kush,Merton,51.40878,-0.23518,Entire home/apt,110,3,12
Single Room with the Garden View,Zeljka,Hackney,51.55647,-0.06219,Private room,34,1,90
4 Bedroom House in Balham SW London,Peter & Charlotta,Wandsworth,51.44467,-0.14949,Entire home/apt,200,5,5
Charming 1 bedroom GARDEN flat LONDON Zone 3,Katy,Brent,51.53647,-0.2427,Entire home/apt,75,3,15
Beautiful En-suite Room in London,Dana,Ealing,51.51536,-0.28161,Private room,41,3,43
Designer flat Clerkenwell - renovated like new,Jess & Tim,Islington,51.52513,-0.10104,Entire home/apt,156,5,89
"Super practical 3-bed, plenty of space",Mattia & Linda,Hackney,51.54109,-0.0764,Entire home/apt,158,4,86
The Belgravia Apartment,Alessandra,Westminster,51.49719,-0.14709,Entire home/apt,161,6,35
Luxury Flat in Stratton Court in Surbiton for 4/6,Martin,Kingston upon Thames,51.39477,-0.30132,Entire home/apt,117,3,48
"En-Suite, Big, Sunny Double",Nevena,Southwark,51.46194,-0.0621,Private room,50,4,42
Brand new studio in Victoria 15A,Alessandro,Westminster,51.49151,-0.14144,Private room,64,1,400
Luxury Kensington Gardens Flat,John,Kensington and Chelsea,51.50681,-0.19433,Entire home/apt,185,5,3
Comfortable double room in Camberwell,Sophie,Southwark,51.47116,-0.08325,Private room,42,3,174
Beautiful Ensuite Single Room Crouch End London N8,Mui & John,Haringey,51.58336,-0.12564,Private room,50,2,68
Stunning Dble Mezz +FAN +Garden! Zone 1 in 10 Mins,Sally,Redbridge,51.55674,0.02165,Private room,51,2,17
Quiet studio flat in west London,Andy,Hammersmith and Fulham,51.50239,-0.21579,Entire home/apt,79,4,18
Double bedroom - 10 min to City,Julia,Hackney,51.54896,-0.06093,Private room,30,7,17
Lovely Room with Private Bathroom!!,Clemence,Islington,51.54903,-0.0808,Private room,60,3,87
London room for rent - good value!,Samantha,Newham,51.52488,0.01972,Private room,25,1,1
2 bedroom - Shoreditch & B'way Mrkt,Peter,Hackney,51.53341,-0.06358,Entire home/apt,67,3,23
Georgian 1bed London Fields Dalston,Sian,Hackney,51.54362,-0.06747,Entire home/apt,85,7,1
Double Studio in Victoria 1A,Alessandro,Westminster,51.48982,-0.1412,Private room,73,1,158
stunning olympic apartment,Bettina,Newham,51.53484,-0.00408,Private room,120,1,0
Homely Victorian House in Stratford,Gloria,Newham,51.53943,0.00139,Entire home/apt,120,2,13
PRETTY SUNNY HOUSE on WandsworthCommon,Nicholas,Wandsworth,51.44458,-0.16713,Entire home/apt,285,7,13
ARTIST FLAT IN QUEEN'S PARK,Mauricio,Brent,51.53224,-0.20071,Entire home/apt,100,7,37
Lovely room suitable for lady only,Vivien,Bromley,51.42182,0.04598,Private room,31,1,46
Homely private room,Gloria,Newham,51.53767,0.00438,Private room,50,2,11
"Characterful, Central One Bedroom Apartment",Sophie,Islington,51.52475,-0.1108,Entire home/apt,98,7,88
Quiet Bloomsbry/KingsX home 7dy-6mo,Aleks,Camden,51.52878,-0.1178,Entire home/apt,100,7,12
Large Cosy Apartment with Garden E7,Jason,Newham,51.54542,0.02485,Entire home/apt,60,10,0
"London, Zone 2, Brockley - good Links to Gatwick",Sophie,Lewisham,51.46785,-0.04434,Private room,53,2,103
Double Room in a Cozy 1 bed flat,Andre,Southwark,51.4646,-0.06761,Private room,45,3,3
Single room,Mariam,Brent,51.55418,-0.23333,Private room,30,30,18
Superb double room with en-suite,Shaun,Lambeth,51.47867,-0.11319,Private room,45,1,3
Fabulous flat for foodies and city explorers,Toral,Southwark,51.50125,-0.08042,Entire home/apt,85,1,275
Central Covent Garden balcony flat,Manar,Westminster,51.51131,-0.12421,Entire home/apt,750,8,10
Beautiful Large Double Bedroom,Sandrine,Hammersmith and Fulham,51.4687,-0.19012,Private room,53,1,0
"Centre of London, light, airy flat with balcony",Elizabeth,Camden,51.51896,-0.11914,Entire home/apt,120,7,146
Beautiful Notting Hill Garden Apartment,Peter,Kensington and Chelsea,51.51438,-0.21112,Entire home/apt,115,4,51
Airy Loft Studio with en-suite bathroom,Lydia,Hackney,51.55179,-0.07153,Private room,70,1,61
Central London flat + skyline views,Andrew,Westminster,51.49409,-0.1378,Entire home/apt,150,7,0
Stunning Two Bed Flat HydePark View,David,Westminster,51.51786,-0.16382,Entire home/apt,400,7,0
Ladbroke Grove Flat,Lydia,Kensington and Chelsea,51.52015,-0.21006,Entire home/apt,85,1,17
Family apartment in Redcliffe Sq,Marcus,Kensington and Chelsea,51.48663,-0.18772,Private room,125,1,0
Beautiful Ensuite Double Room Crouch End London N8,Mui & John,Haringey,51.58394,-0.12644,Private room,60,2,65
Penthouse 101 - Central London,Tapio,Islington,51.52755,-0.092,Entire home/apt,120,3,8
Boutique Chelsea/Fulham King Room,Charlotte,Hammersmith and Fulham,51.47991,-0.19657,Private room,168,3,0
Studio Apartment London Fields,James,Hackney,51.53771,-0.05626,Entire home/apt,79,2,39
4 stops to City centre,Niamh,Waltham Forest,51.56082,-0.00276,Private room,50,2,72
"Stunning house with large garden,",Clem,Wandsworth,51.45537,-0.20466,Entire home/apt,370,4,2
"Central, Shoreditch and Brick Lane",Adam,Tower Hamlets,51.52538,-0.06733,Entire home/apt,70,2,19
Quiet Private Room nr Airport (1),Sandra,Ealing,51.54675,-0.36056,Private room,21,3,29
Lovely Edwardian terraced house,Henri,Brent,51.55421,-0.24023,Entire home/apt,160,3,51
Room in 2 Bedroom Flat with balcony,Lucy,Southwark,51.45613,-0.07069,Private room,139,90,0
1-BD Flat In The Heart Of Hoxton And Shoreditch,Gareth,Hackney,51.53309,-0.08079,Entire home/apt,59,5,102
Stunning Art Deco flat East London,Emma,Tower Hamlets,51.5205,-0.04314,Entire home/apt,100,3,40
"5* Exec Apt. Kensington, London, for 2, Free WiFi",Martin,Kensington and Chelsea,51.50098,-0.21206,Entire home/apt,148,3,193
Cosy 1 Bedroom Flat in Kentish Town,John,Camden,51.54796,-0.13533,Entire home/apt,129,4,22
Spacious Comfy 2BR flat,Marcus,Camden,51.54027,-0.13699,Entire home/apt,300,5,47
Gorgeous 1 bed -Fab Zone 1 location,Jan,Southwark,51.50147,-0.09363,Entire home/apt,92,3,62
Shoreditch Dbl Room - Xmas/ NYE,Chris,Tower Hamlets,51.51611,-0.07422,Private room,30,14,0
Appartement tout confort  Hampstead,Lucie,Barnet,51.56329,-0.19487,Private room,80,1,0
Riverfront 3 BR Apartment Excel 168,Alan,Greenwich,51.49688,0.01308,Entire home/apt,140,3,83
BALCONY/OVERLOOKING RUGBY GROUND WI FI  WHOLE FLAT,Ajit,Ealing,51.50974,-0.27753,Entire home/apt,68,1,65
PASSING BY,Kaddour,Southwark,51.49407,-0.07654,Private room,50,2,18
private dblbedroom in Ham/ Richmond,Stefanie,Richmond upon Thames,51.43759,-0.31754,Private room,40,1,24
Luxury Flat in South Kensington,Firas,Kensington and Chelsea,51.49682,-0.1839,Entire home/apt,153,6,28
Beautiful Notting Hill Apartment,Patricia,Kensington and Chelsea,51.51601,-0.20197,Entire home/apt,140,12,12
London Bridge - one bedroom flat,Jane,Southwark,51.50136,-0.09053,Entire home/apt,120,2,218
"3 bedroom apartment (F), 2 Bathrooms, wi-fi",Eddy,Ealing,51.50364,-0.31458,Entire home/apt,170,5,11
Double room great transport links,Daniel,Lambeth,51.50131,-0.11065,Private room,45,1,231
Large Primrose Hill Garden Flat,Tom,Camden,51.53983,-0.1654,Entire home/apt,100,2,7
PRIVATE BATHROOM TRIPLE room - London Bridge 20min,Whitney,Lewisham,51.47148,-0.03349,Private room,68,2,161
Ensuite room in a Great Location,Abhishek,Westminster,51.52336,-0.16305,Private room,219,1,3
Beautiful Apt Chancery Lane/Holborn (Superhost),Jesse,Camden,51.5186,-0.11288,Entire home/apt,180,25,76
A Beautiful Kensington Room,Consuela,Hammersmith and Fulham,51.49752,-0.21007,Private room,32,30,18
Modern 3 Bed Greenwich apartment on the river 0131,Alan,Greenwich,51.49666,0.01268,Entire home/apt,140,3,37
Flat-share in City / Shoreditch E1,Karina,Tower Hamlets,51.5158,-0.07529,Private room,63,2,76
Shabby chic Victorian double,Donna,Lewisham,51.47617,-0.02677,Private room,35,2,3
Modern flat w balcony in London N17,Sean,Haringey,51.60222,-0.0698,Entire home/apt,56,1,1
Luxurious and modern house share,Wayne,Lewisham,51.45929,0.009,Private room,40,2,1
ROOM EN-SUITE BATHROOM Heathrow & Film studios,Odysseus,Hillingdon,51.51955,-0.42535,Private room,24,1,28
London house with en-suite rooms 5,Alexandra,Ealing,51.51183,-0.28093,Private room,39,3,198
Beautiful Garden Flat in Hackney,Nicky,Hackney,51.56178,-0.05932,Entire home/apt,93,7,7
AWESOME OVERLOOKING RUGBY GROUND  WHOLE FLAT WI FI,Ajit,Ealing,51.50935,-0.27749,Entire home/apt,55,1,60
"Amazing 1 Bed Flat in Soho, London",Garth,Westminster,51.5116,-0.13581,Entire home/apt,200,5,1
Quiet room for one person,Selina,Tower Hamlets,51.50985,-0.04595,Private room,36,1,4
Pimlico flat in Victoria by river with concierge,Chido,Westminster,51.48635,-0.14939,Entire home/apt,110,3,23
Cozy Notting Hill / Portobello Road,Stefan,Kensington and Chelsea,51.52206,-0.21173,Entire home/apt,83,2,1
"Lovely, double room in Kensington Olympia",Tamzin,Kensington and Chelsea,51.49469,-0.2046,Private room,55,4,5
Luxury Spacious London Penthouse with roof terrace,Alan,Greenwich,51.44761,0.05257,Entire home/apt,140,3,53
A Fine Haven in Fitzrovia,Spider,Camden,51.52401,-0.14007,Entire home/apt,200,3,30
Kingsized DoubleRoom Central London,Elizabeth,Islington,51.52659,-0.10062,Private room,35,1,6
"Luxury flat,Zone1,2bed/2bath/Lounge",Hilmi,City of London,51.51105,-0.07994,Entire home/apt,220,89,55
The room with a view,Cynthia,Bromley,51.40769,-0.01384,Private room,40,2,45
Brand new studio in Victoria 10A,Alessandro,Westminster,51.49056,-0.14151,Private room,79,1,151
Cosy medium sized room in W12,Julia,Hammersmith and Fulham,51.50722,-0.22731,Private room,40,1,108
Beautiful Single Studio Zone 2,Boris,Hammersmith and Fulham,51.49365,-0.22927,Entire home/apt,69,2,48
Modern Triple Studio Zone 2 Hammersmith (10),Boris,Hammersmith and Fulham,51.49497,-0.22784,Entire home/apt,72,1,30
Top location luxury home,Taisha,Kensington and Chelsea,51.49491,-0.16404,Entire home/apt,698,3,13
Female Flat - Huge Double 25min to Central London,Kay,Wandsworth,51.46348,-0.25267,Private room,27,2,20
Shoreditch studio flat with private terrace.,Evon,Tower Hamlets,51.52622,-0.07084,Entire home/apt,99,3,120
"Lovely 4 bed house Highgate, London",Stephanie,Camden,51.566814,-0.145734,Entire home/apt,200,5,26
Overdale Villa Room2 Bromley,Ko,Lewisham,51.41676,-0.00077,Private room,40,1,21
A gorgeous modern and comfy flat,Lucy,Ealing,51.50627,-0.25023,Entire home/apt,74,7,106
Room in spacious London Bridge flat,Marc,Southwark,51.49962,-0.09169,Private room,70,5,23
Cosy Single in Marylebone Village,Paula,Westminster,51.519,-0.15187,Private room,50,2,223
Crystal Room,Michele,Croydon,51.4191,-0.08696,Private room,30,3,31
"Super Fast Transport, Superior Boutique Comfort",Allan,Lewisham,51.45606,-0.01663,Private room,34,8,184
Large double room Victoria Park E9,Lesley,Hackney,51.53875,-0.04188,Private room,36,2,27
Stunning warehouse flat in Hackney!,Rhiannon,Hackney,51.55532,-0.05239,Private room,39,2,51
"3 bed house, sleeps 6, N.London",Sid,Enfield,51.64105,-0.03861,Entire home/apt,109,4,28
Lovely Double Room In Central London.,Aylin,Tower Hamlets,51.50889,-0.06981,Private room,69,2,3
"Bright, Comfortable Room in Hospitable, Gay Household",Gregory,Hackney,51.56578,-0.09983,Private room,53,2,575
Large loft room in friendly home,Julie,Southwark,51.45283,-0.07801,Private room,52,3,7
SPACIOUS SINGLE ROOM-Hanwell W7. WEST LONDON,Nina,Ealing,51.50396,-0.33479,Private room,25,6,62
mrs,Manjit,Hounslow,51.46929,-0.33027,Private room,47,1,0
One bed/living space in Twickenham,Peyvand,Richmond upon Thames,51.43909,-0.35643,Private room,17,1,8
Creative room in a garden flat,Anna,Lambeth,51.46582,-0.1192,Private room,35,7,1
Double ensuite +terrace +languages!,Adrienne,Richmond upon Thames,51.45329,-0.30819,Private room,65,365,46
Pretty Balcony Room - 10 mins to City,Rachel,Hackney,51.56743,-0.09464,Private room,30,5,13
Charming Chelsea flat,Lana,Kensington and Chelsea,51.48431,-0.17485,Entire home/apt,80,7,12
coinquilino,Gavino,Wandsworth,51.46343,-0.22933,Private room,75,1,0
Double - Spacious Flat - Big Views,Lyla And Richard,Southwark,51.49583,-0.10236,Private room,72,3,112
Comfy Single in Marylebone Village,Paula,Westminster,51.51713,-0.15001,Private room,50,2,230
2 bedroom N8 Garden Flat (cat feed),Carmel,Haringey,51.58173,-0.11022,Entire home/apt,57,4,2
"Small, cosy, garden DOUBLE room with bathroom",Ildi,Camden,51.55931,-0.14092,Private room,45,2,187
"Writers Den in London-SE22,DULWICH",Sandhya,Southwark,51.45061,-0.06424,Private room,65,3,0
"Charming, quiet room - own shower",Charlotte,Westminster,51.49255,-0.13949,Private room,73,4,96
"Room in welcoming artistic flat, for women guests.",Madeleine,Southwark,51.45765,-0.07644,Private room,32,1,98
"HOUSE- LONDON £40/PERSON, £35/WHEN MORE THAN ONE!",Monica,Ealing,51.51383,-0.32563,Private room,45,1,81
Double Room Close to Tube Quiet Rd,Claire,Enfield,51.61059,-0.12688,Private room,55,1,40
Double Bedroom in Croydon!,Lucia,Croydon,51.37068,-0.11237,Private room,37,2,61
Lovely Double Room in Kensal/Willesden Junction,Chrysta,Brent,51.53712,-0.23683,Private room,40,2,61
Double Bedroom in Edwardian Home 1,Anna,Haringey,51.60565,-0.06482,Private room,20,7,22
Penthouse Central Dublin Apartment,Gareth,Islington,51.52971,-0.09545,Private room,26,1,0
"Room + own shower and WC, Victorian villa",Leena,Hackney,51.56379,-0.0555,Private room,50,3,18
A Cosy Room in a Victorian House + Private access,Alina,Southwark,51.47236,-0.08516,Private room,45,1,65
BEAUTIFUL LOFT SPACE - FAB LOCATION,Pandora,Wandsworth,51.45935,-0.16781,Private room,130,2,145
Charming 2 Bedroom Rooftop  Flat in Bermondsey,Frederic,Southwark,51.4985,-0.06852,Entire home/apt,152,3,7
Great double room in Balham SW17,Roz,Wandsworth,51.44031,-0.15716,Private room,45,2,173
"GORGEOUS, FAB SUNNY ROOF TERRACE",Louise,Ealing,51.50498,-0.24592,Entire home/apt,150,2,1
Spacious Studio Flat in Old Dairy,Grace,Kensington and Chelsea,51.52177,-0.21576,Entire home/apt,130,14,69
Airbnb Private Artists Room in Blackheath Village,Boris,Lewisham,51.46347,0.00635,Private room,45,3,59
Spacious One Bedroom Garden Flat,David,Camden,51.55014,-0.19538,Entire home/apt,130,4,4
Quiet and modern Camden flat,Russell,Camden,51.54429,-0.14767,Entire home/apt,165,7,5
Walk to Trendy Nightspots From a Cosy Shoreditch Studio,Sara,Hackney,51.52248,-0.07705,Private room,92,7,120
"BRIGHT, SPACIOUS DOUBLE ROOM NEAR STATION",Tessa,Lewisham,51.44809,-0.04908,Private room,40,2,8
2 bedroom flat near station ideal for families,Sergiy,Lewisham,51.4439,-0.03159,Private room,85,1,14
South London Garden Studio for two,Catia,Croydon,51.38628,-0.12699,Private room,21,10,32
Bright Cosy Flat - Dalston,Maria & Charles,Hackney,51.5479,-0.06533,Entire home/apt,79,3,11
Beautiful room in modern flat,Phoebus,Tower Hamlets,51.51464,-0.06508,Private room,60,2,81
BRIGHT DOUBLE ROOM,Mauricio,Brent,51.53225,-0.20075,Private room,100,7,92
Beautiful Non Smoking London Home,Isabella,Harrow,51.60444,-0.33522,Entire home/apt,135,3,13
"Central London trendy, quiet, chic",Alan,Westminster,51.51909,-0.13907,Entire home/apt,110,365,149
Lovely split level flat in Dalston,Charlotte,Hackney,51.55476,-0.08139,Private room,22,90,0
Shoreditch Central/East London Lively Zone 1,Jozef,Hackney,51.53036,-0.0914,Private room,50,1,98
Spacious and quiet 2-bedroom and 2-bathroom flat,Robin,Kensington and Chelsea,51.4954,-0.19073,Entire home/apt,214,7,52
"Beautiful stylish flat, Notting Hill",Annika,Kensington and Chelsea,51.51615,-0.20097,Entire home/apt,170,5,31
"3BR Flat Ideal for O2, Excel 0168",Alan,Greenwich,51.49698,0.01314,Entire home/apt,130,3,106
Space in well equipped London pad,Musa,Southwark,51.47915,-0.07601,Private room,45,1,166
Lovely Modern Quiet Studio Room,Sylvan,Hammersmith and Fulham,51.47967,-0.21127,Private room,55,2,200
Corporate Housing 2bed/2bath/Lounge,Hilmi,Tower Hamlets,51.51835,-0.07203,Entire home/apt,220,89,24
Central London & Great Double Room,Emily And John,Kensington and Chelsea,51.48349,-0.18599,Private room,101,10,22
"Holiday let in Finchley, London",Ariella,Barnet,51.59247,-0.19149,Entire home/apt,80,3,8
"Light & spacious apartment, perfect location",Mike,Islington,51.56068,-0.10021,Entire home/apt,80,90,14
Amazing Shoreditch 2bed 2bath Zone1,Hilmi,Tower Hamlets,51.51843,-0.07416,Entire home/apt,220,89,35
Waterloo Heights Exclusive,Tope,Lambeth,51.49675,-0.11615,Private room,51,2,58
"LONDON CHARMING ROOM, SLEEPS 2,",Hod,Barnet,51.6111,-0.16152,Private room,40,2,17
ms Quow,June,Waltham Forest,51.56762,-0.01309,Private room,64,1,0
Stepney House - affordable LUXURY,Alejandro,Tower Hamlets,51.51824,-0.05023,Private room,76,2,47
REVIEWS  ON  MY  HOSTING  SKILLS,Winston,Camden,51.54134,-0.15509,Private room,140,2,25
2 bed garden flat - 4 adults + 2 x child friendly!,Guy,Wandsworth,51.45388,-0.1845,Entire home/apt,100,6,7
Small double/single room in Fulham,Sylvan,Hammersmith and Fulham,51.48106,-0.2092,Private room,33,2,308
Huge Bedroom in Shoreditch/Hoxton Sq /East London,Diana,Hackney,51.53308,-0.08239,Private room,69,3,45
"Lovely period wood-floored 1 bed, London Fields E8",Thomas,Hackney,51.54521,-0.0652,Entire home/apt,103,2,20
"Primrose Hill, Camden, London",Winston,Camden,51.54057,-0.15672,Entire home/apt,100,1,0
Overdale Villa Room1 Bromley,Ko,Lewisham,51.41885,0.00092,Private room,40,1,19
Overdale Villa Apartment Bromley,Ko,Lewisham,51.41873,-0.0007,Entire home/apt,60,3,4
Gorgeous flat,Julie,Barnet,51.5961,-0.17354,Entire home/apt,96,7,8
Double Room close to Camberwell College and Kings,Trevor,Lambeth,51.46908,-0.10101,Private room,40,4,64
Private room in shared house,Gillian,Hammersmith and Fulham,51.46903,-0.20585,Private room,85,2,0
Sofa bed in the living room looks out to garden,Anna,Haringey,51.58693,-0.09932,Shared room,25,2,211
Comfy Double Room -  Home from Home inc. Breakfast,Mary And Leigh,Lewisham,51.45483,0.0072,Private room,31,2,51
Unique Loft on Battersea Park,Nic,Wandsworth,51.47177,-0.14936,Entire home/apt,175,14,23
Stepney House 2 - affordable LUXURY,Alejandro,Tower Hamlets,51.51642,-0.04865,Private room,75,2,27
The One and Only Place to Stay in Central London !,Gordon,Westminster,51.51293,-0.1282,Entire home/apt,303,3,83
"Own Luxury Lounge & Bedroom, London",Chris,Haringey,51.58864,-0.12652,Private room,55,2,243
Luxury 2 Bed Designer Apartment,James,Westminster,51.52499,-0.15965,Entire home/apt,85,7,29
